Doctor ID,Doctor Name,Education,Speciality,Experience,Adress,Location,,,,,,,,,,,,,,,,,,,,,
1766,Dr. Md. Abdullah Al Maruf,"['MBBS', 'MD', 'BCS']",ONCOLOGIST,13,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1767,Dr. Tonmoy Biswas,"['MBBS', 'MRCP', 'MBGPH', 'FRSPH (UK)']",ONCOLOGIST,16,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1768,Dr. Nahid Naznin Rinky,"['MBBS', 'BCS', 'FCPS']",ONCOLOGIST,19,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1769,Dr. Suraiya Khanam,"['MBBS', 'DGO', 'MS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,26,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1770,Dr. Sumona Parvin,"['MBBS', 'BCS', 'MS', 'MCPS', 'FCPS', 'MRCOG- ENGLAND (PART III)']",GYNECOLOGIST & OBSTETRICIAN,22,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1771,Asst. Prof. Dr. Habibur Rahman Palash,"['MBBS', 'DLO', 'MS']",OTOLARYNGOLOGISTS (ENT),25,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1772,Asst. Prof. Dr. Shahryar Ahmad Milan,"['MBBS', 'BCS', 'DEM']",ENDOCRINOLOGIST,23,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1772,Asst. Prof. Dr. Shahryar Ahmad Milan,"['MBBS', 'BCS', 'DEM']",DIABETOLOGIST,23,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1773,Dr. Ashraf Uddin khan,"['MBBS', 'FCPS', 'FMAS (INDIA)']",SURGEON,24,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1774,Dr. Nusrat Sultana,"['MBBS', 'DDV']",DERMATOLOGIST,13,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1775,Dr. S. K. Murad Ahmed,"['MBBS', 'D-ORTHO', 'AO BASIC (TRAUMA)']",ORTHOPEDIST,22,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1776,Dr. Kazi Anwar Ali,"['MBBS', 'DDV']",DERMATOLOGIST,10,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1777,Dr. Wayez Mahbub Sanil,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,20,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1778,Dr. Md. Manjurul Karim,"['MBBS', 'MS', 'DD-DERMATOLOGY (BANGKOK)']",DERMATOLOGIST,10,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1779,Dr. S. M. Ali Ahsan,"['BDS', 'PHD']",DENTIST,15,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1780,Dr. Md. Zahidul Alam Ziko,"['MBBS', 'MD']",CRITICAL CARE SPECIALIST,15,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1781,Dr. Md. Suman Shikder,"['MBBS', 'DA']",CARDIAC SURGEON,15,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1782,Dr. Kazi Saiful Islam Shakil,"['MBBS', 'BCS', 'DLO']",OTOLARYNGOLOGISTS (ENT),19,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1783,Asst. Prof. Dr. Mohammad Ziaur Rahman,"['MBBS', 'MS']",CARDIAC SURGEON,25,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1784,Dr. Riashat Azim Majumder,"['MBBS', 'MS']",OTOLARYNGOLOGISTS (ENT),17,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1785,Prof. Dr. M. A. Rouf,"['MBBS', 'FCPS', 'D-CARD', 'MD', 'DTCD', 'DTM&H (BANGKOK)', 'FRSTM (UK)']",CARDIOLOGIST,25,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1786,Dr. farzana kabir,"['MBBS', 'FCPS', 'MCPS']",PEDIATRICIAN,17,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1787,Asst. Prof. Dr. Shahimur Parvez,"['MBBS', 'D-CARD', 'FCPS']",CARDIOLOGIST,19,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1788,Asst. Prof. Dr. Arifin Islam Lita,"['MBBS', 'FCPS']",MEDICINE SPECIALIST,15,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1789,Dr. Rajiv Das,"['MBBS', 'CCD', 'MD']",NEUROLOGIST,14,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1790,Asst. Prof. Dr. Tarun Kanti Sarker,"['MBBS', 'MD', 'BCS']",NEUROLOGIST,19,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1791,Prof. Dr. Md. Shabbir Rahman,"['MBBS', 'DPM (DU)']",PSYCHIATRIST,31,Lab Science Diagnostics,Dhaka,,,,,,,,,,,,,,,,,,,,,
1792,Dr. Abu Sayem Mohammed Omar Faroque,"['MBBS', 'BCS', 'MD', 'CERTIFIED IN DIABETOLOGY (BIRDEM)']",CARDIOLOGIST,16,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1793,Dr. Biplab Bhattacharjee,"['MBBS', 'D-CARD', 'MD']",CARDIOLOGIST,30,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1794,Dr. Shaifur Rahman Shohel,"['MBBS', 'D-CARD']",CARDIOLOGIST,25,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1795,Dr. Atiqur Rahman,"['MBBS', 'MCPS', 'FCPS']",ANESTHESIOLOGIST,24,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1796,Prof. Dr. Maswood Ahmed,"['MBBS', 'MCPS', 'DA', 'FCCS (CRITICAL CARE MEDICINE)']",ANESTHESIOLOGIST,27,Apollo Imperial Hospitals,Chittagong,,,,,,,,,,,,,,,,,,,,,
1797,Assoc. Prof. Dr. Asif Moazzam Barkatullah,"['MBBS', 'MS']",NEUROSURGEON,19,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1798,Assoc. Prof. Dr. Amir Mohammad Khan,"['MBBS', 'MS']",NEUROSURGEON,18,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1799,Dr. Md. Rashedul Hasan,"['MBBS', 'BCS', 'D-CARD']",CARDIOLOGIST,14,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1800,Dr. Md. Anowarul Hasan,"['MBBS', 'BCS', 'DDV']",DERMATOLOGIST,18,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1801,Asst. Prof. Dr. Md. Murshed Ahmed Khan,"['MBBS', 'MD', 'MACP', 'MACE']",ENDOCRINOLOGIST,18,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1802,Dr. Shamsunnahar Nahid,"['MS', 'PGT', 'CERTIFIED TRAINEE (IDF)']",NUTRITIONIST,10,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1803,Prof. Dr. Md. Abu Hanif,"['MBBS', 'DLO', 'FCPS', 'MICRO-EAR SURGERY (BOMBAY)', 'FESS (DELHI)']",OTOLARYNGOLOGISTS (ENT),28,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1804,Prof. Dr. Maj Gen (Retd.) M.A. Moyeed Siddiqui,"['MBBS', 'MCPS', 'FRCP', 'FCPS', 'FCPS', 'FACP']",GASTROENTEROLOGIST,28,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1805,Asst. Prof. Dr. Farhad Hossain,"['MBBS', 'BCS', 'MD']",GASTROENTEROLOGIST,18,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1805,Asst. Prof. Dr. Farhad Hossain,"['MBBS', 'BCS', 'MD']",HEPATOLOGIST,18,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1806,Prof. Dr. Sameena Chowdhury,"['MBBS', 'MCPS', 'FCPS', 'FICS', 'FICMCH', 'DHR QUALIFIED (UK)']",GYNECOLOGIST & OBSTETRICIAN,28,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1807,Prof. Dr. Nazma Hoque,"['MBBS', 'DGO', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,23,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1808,Prof. Dr. Jesmin Ara Begum,"['MBBS', 'FCPS', 'MCPS', 'MS']",GYNECOLOGIST & OBSTETRICIAN,25,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1809,Dr. Laila Anjuman Banu Meghla,"['MBBS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,16,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1810,Assoc. Prof. Dr. Masuda Farida Akter Mili,"['MBBS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,15,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1811,Asst. Prof. Dr. Abida Sultana,"['MBBS', 'FCPS', 'MS']",GYNECOLOGIST & OBSTETRICIAN,19,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1812,Assoc. Prof. Dr. Md. Faruk Hossain,"['MBBS', 'MCPS', 'FCPS']",PSYCHIATRIST,23,NIRAMOY Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
1813,Assoc. Prof. Dr. Niaz Mohammad Khan,"['MBBS', 'BCS', 'FCPS', 'MD']",PSYCHIATRIST,19,NIRAMOY Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
1814,Asst. Prof. Dr. Asma Ul Hosna Lucky,"['MBBS', 'MS']",GYNECOLOGIST & OBSTETRICIAN,20,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1815,Dr. Farhana Ahmed Nancy,"['MBBS', 'BCS', ' MCPS)', 'MPH']",GYNECOLOGIST & OBSTETRICIAN,18,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1816,Dr. Romela Mirza,"['MBBS', 'DGO']",GYNECOLOGIST & OBSTETRICIAN,13,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1817,Prof. Dr. Tazul Islam,"['MBBS', 'FCPS']",PSYCHIATRIST,29,NIRAMOY Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
1818,Dr. Rehana Akter,"['MBBS', 'DGO', 'MCPS']",GYNECOLOGIST & OBSTETRICIAN,14,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1819,Dr. Maj Afroza Kanum (Retir.),"['MBBS', 'DGO']",GYNECOLOGIST & OBSTETRICIAN,20,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1820,Prof. Dr. Waziul Alam Chowdhury,"['MBBS', 'MACP', 'FCPS']",PSYCHIATRIST,28,NIRAMOY Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
1821,Prof. Dr. Setara Binta Kashim,"['MBBS', 'FCPS', 'DGO', 'MS', 'BCS']",GYNECOLOGIST & OBSTETRICIAN,27,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1822,Prof. Dr. Muhammed Atiqur Rahman,"['MBBS', 'MD', 'FCCP']",PULMONOLOGIST,22,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1823,Prof. Dr. Md. Golam Rabbani,"['MBBS', 'FCPS']",PSYCHIATRIST,27,NIRAMOY Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
1824,Dr. Brig. Gen Dr. Md. Rahimgir,"['MBBS', 'MCPS', 'FCPS', 'MMED']",PATHOLOGIST,23,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1825,Md. Moniruzzaman Khan,"['BPT (NITOR-DU)', 'MS', 'PGD (SPORTS SCIENCE', ' BKSP)']",PHYSIOTHERAPIST,12,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1826,Pragga Saha,"['BSC (HONS.)', 'MS', ' DU)', 'MPH']",NUTRITIONIST,10,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1827,Shabnam Mostafa,"['M.PHIL', ' DU)', 'B. SC (FOOD AND NUTRITION', ' KU)']",NUTRITIONIST,10,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1828,Dr. Nabanita Chakraborty,"['BDS', 'MPH', 'FICD']",DENTIST,13,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1829,Dr. GKM Rifatullah,"['BDS', 'MPH', 'FICD']",DENTIST,12,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1830,Dr. Rayhan Shahidullah,"['MBBS', 'PGT']",INTERNAL MEDICINE SPECIALIST,12,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1831,Dr. Abur Khayer,"['MBBS', 'PGT', 'CCD', 'DIPLOMA IN INTERNAL MEDICINE (USA)']",MEDICINE SPECIALIST,22,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1831,Dr. Abur Khayer,"['MBBS', 'PGT', 'CCD', 'DIPLOMA IN INTERNAL MEDICINE (USA)']",DIABETES SPECIALIST,22,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1832,Prof. Dr. Sabera Khatun,"['MBBS', 'FCPS', 'FICS', 'AND FELLOW IN GYNE ONCOLOGY (UK & SG)']",GYNECOLOGIST & OBSTETRICIAN,27,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1833,Asst. Prof. Dr. Ishtiaq Mosharraf,"['MBBS', 'BCS', 'MD']",NEPHROLOGIST,16,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1834,Dr. Md. Monir-Uz-Zaman,"['MBBS', 'FRCP', 'WHO FELLOW (SINGAPORE)']",MEDICINE SPECIALIST,13,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1835,Asst. Prof. Dr. Shahnoor Sharmin Munni,"['MBBS', 'MCPS', 'FCPS', 'MD']",MEDICINE SPECIALIST,17,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1835,Asst. Prof. Dr. Shahnoor Sharmin Munni,"['MBBS', 'MCPS', 'FCPS', 'MD']",CARDIOLOGIST,17,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1836,Prof. Dr. ABM Shahidul Alam,"['MBBS', 'MCPS', 'DCH', 'FCPS']",PEDIATRICIAN,24,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1837,Prof. Dr. M. A. Afzal Bhuiyan,"['MBBS', 'DCH', 'MRCP']",PEDIATRICIAN,22,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1838,Prof. Dr. Manisha Banerjee,"['MBBS', 'MD', 'MD']",PEDIATRICIAN,22,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1839,Assoc. Prof. Dr. Md. Ismail Hossain,"['MBBS', 'MD']",PEDIATRICIAN,19,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1840,Dr. Raihan Anwar,"['MBBS', 'MS']",PLASTIC SURGEON,15,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1841,Dr. Md. Muntasir Islam,"['MBBS', 'MS']",DERMATOLOGIST,15,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1842,Dr. AKM Mohiuddin,"['MBBS', 'MS']",ORTHOPEDIST,19,Surecell Medical BD Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1843,Dr. Tanvir Rahman,"['MBBS', 'MD', 'CCD']",NEPHROLOGIST,28,Centre for Kidney Diseases & Urology Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
1844,Dr. Ummay Habiba Ferdouci,"['MBBS', 'BCS', 'FCPS']",CARDIOLOGIST,17,Centre for Kidney Diseases & Urology Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
1845,Dr. Md. Touhid Belal Tapan,"['MBBS', 'FCPS']",UROLOGIST,16,Centre for Kidney Diseases & Urology Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
1846,Dr. S.M.A. Rahman,"['MBBS', 'PHD', 'AST (JAPAN)']",UROLOGIST,18,Centre for Kidney Diseases & Urology Hospital,Dhaka,,,,,,,,,,,,,,,,,,,,,
1847,Dr. Md. Shaheen,"['MBBS', 'BCS', 'MS']",PLASTIC SURGEON,15,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1848,Dr. Md. Mostafizur Rahman,"['MBBS', 'FCPS', 'PHD']",NEPHROLOGIST,18,Comfort Diagnostic Center (Pvt.) Ltd | Dhanmondi,Dhaka,,,,,,,,,,,,,,,,,,,,,
1849,Dr. S M Rashedul Bari Rasel,"['MBBS', 'PGT']",NEUROSURGEON,17,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1850,Asst. Prof. Dr. AKM Enamul Haque,"['MBBS', 'BCS', 'D-CARD', 'M-CARD (COURSE)', 'CCD']",CARDIOLOGIST,19,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1851,Assoc. Prof. Dr. S K Saha,"['MBBS', 'MD']",GASTROENTEROLOGIST,26,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1852,Asst. Prof. Dr. Shakhawat Alam,"['MBBS', 'FCPS']",PEDIATRICIAN,16,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1853,Dr. Sujit Kumar Roy,"['MBBS', 'DCH']",PEDIATRICIAN,11,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1854,Dr. Pradip Malakar,"['MBBS', 'BCS', 'MCPS', 'MD', ' THESIS PART)', 'FCPS', ' FP)', 'CCD']",PEDIATRICIAN,17,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1855,Dr. Prahlad Kumar Pal,"['MBBS', 'BCS', 'D-ORTHO']",ORTHOPEDIC SURGEON,16,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1856,Asst. Prof. Dr. Badius Salam Riad,"['MBBS', 'MPH']",ONCOLOGIST,23,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1857,Dr. Tanvir Haydar Chowdhury,"['MBBS', 'D-ORTHO']",ORTHOPEDIC SURGEON,17,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1858,Dr. Omar Siddiqui,"['MBBS', 'FCPS']",GENERAL SURGEON,17,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1858,Dr. Omar Siddiqui,"['MBBS', 'FCPS']",COLORECTAL & LAPAROSCOPIC SURGEON,17,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1859,Prof. Dr. Firoz Ahmed Khan,"['MBBS', 'DM', 'MPH']",DERMATOLOGIST,28,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1859,Prof. Dr. Firoz Ahmed Khan,"['MBBS', 'DM', 'MPH']",MEDICINE SPECIALIST,28,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1860,Asst. Prof. Dr. Md. Harishuddin,"['MBBS', 'MS']",UROLOGIST,22,Doctors Clinic & Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1861,Prof. Dr. Md. Imnul Islam Imon,"['MBBS', 'FCPS', 'MD']",PEDIATRICIAN,24,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1862,Asst. Prof. Dr. Sadika Kader,"['MBBS', 'MD']",PEDIATRICIAN,17,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1863,Dr. Tauba Sultana,"['MBBS', 'PGT', 'DCH']",PEDIATRICIAN,10,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1864,Prof. Dr. Md. Zahid Hussain,"['MBBS', 'FCPS', 'MD', 'MD']",PEDIATRIC CARDIOLOGIST,22,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1865,Assoc. Prof. Dr. Madhusudan Paul,"['MBBS', 'MS']",PEDIATRICIAN,20,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1865,Assoc. Prof. Dr. Madhusudan Paul,"['MBBS', 'MS']",ORTHOPEDIST,20,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1866,Prof. Dr. Sajal Majumdar,"['MBBS', 'MS']",PEDIATRIC SURGEON,24,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1867,Prof. Dr. Md. Arifur Rahman,"['MBBS', 'MS']",PEDIATRIC SURGEON,23,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1868,Prof. Dr. Md. Moniruzzaman Khan,"['MBBS', 'FRCP']",PHYSICAL MEDICINE,23,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1869,Asst. Prof. Dr. Md. Mahbubur Rahman Masum,"['MBBS', 'FCPS']",PLASTIC SURGEON,17,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1870,Dr. Mohammad Abul Kalam Azad,"['MBBS', 'MS', 'BCS']",PLASTIC SURGEON,16,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1871,Prof. Dr. Salahuddin Kawser Biplob,"['MBBS', 'M.PHIL', 'MD']",PSYCHIATRIST,24,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1872,Prof. Dr. Motior Rahman,"['MBBS', 'FRCS', 'FACS', 'FICS', 'DIP', 'MS']",GENERAL SURGEON,25,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1873,Prof. Dr. Md. Abdullah-Al-Amin,"['MBBS', 'FCPS', 'FRCS', 'FACS (USA)']",GENERAL SURGEON,24,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1874,Prof. Dr. Md. Kamruzzaman Khan,"['MBBS', 'FCPS', 'MS', 'FACS (USA)', 'SAGES (USA)']",GENERAL SURGEON,25,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1875,Prof. Dr. Md. Burhan Uddin Khan,"['MBBS', 'FCPS', 'MRCS (EDINBURGH)', 'MRCS (UK)', 'FMAS']",GENERAL SURGEON,25,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1876,Prof. Dr. Azfar Uddin Shaikh,"['MBBS', 'MD', 'MS', 'FELLOW IN UROLOGY (USA)']",UROLOGIST,24,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1877,Dr. Md. Waiduzzaman,"['MBBS', 'MS']",UROLOGIST,15,Central Hospital Limited,Dhaka,,,,,,,,,,,,,,,,,,,,,
1878,Prof. Dr. Khandaker Md. Nurul Arifin,"['MBBS', 'MS']",ORTHOPEDIC SURGEON,23,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1879,Dr. Golam Morshed,"['MBBS', 'CCD', 'DM', 'MCGP', 'PGT']",MEDICINE SPECIALIST,10,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1880,Dr. Jhuma Saha,"['MBBS', 'DCH']",PEDIATRICIAN & NEONATOLOGIST,15,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1881,Dr. A. B. M. Manirul Alam,"['MBBS', 'BCS', 'M.PHIL']",RADIOLOGIST,23,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1882,Dr. Halder Kumar Golap,"['MBBS', 'FCPS', 'FICS (USA)']",GENERAL SURGEON,18,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1882,Dr. Halder Kumar Golap,"['MBBS', 'FCPS', 'FICS (USA)']",COLORECTAL & LAPAROSCOPIC SURGEON,18,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1883,Dr. Jannatul Ferdous,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,22,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1883,Dr. Jannatul Ferdous,"['MBBS', 'BCS', 'FCPS']",SURGEON,22,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1884,Dr. Md. Mushfiqur Rahman Sumon,"['MBBS', 'DLO']",OTOLARYNGOLOGISTS (ENT),18,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1885,Dr. Md. Abu Kawsar,"['MBBS', 'BCS', 'FCPS', 'FCPS', 'MD', 'PGT']",ANESTHESIOLOGIST,23,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1885,Dr. Md. Abu Kawsar,"['MBBS', 'BCS', 'FCPS', 'FCPS', 'MD', 'PGT']",CRITICAL CARE SPECIALIST,23,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1886,Dr. M M Mahmudul Hossain,['MBBS'],GENERAL PHYSICIAN,24,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1887,Dr. A. S. M. Imran,"['BDS', 'FCPS']",MAXILLOFACIAL AND DENTAL SURGEON,19,MediLife Diagnostic & Consultation Center | Narayangonj,Narayanganj,,,,,,,,,,,,,,,,,,,,,
1888,Dr. Muhammad Zahidul Islam,"['MBBS', 'DDV']",DERMATOLOGIST,21,Super Medical Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1889,Dr. Parvez Salman Chowdhury,"['MBBS', 'DDV']",DERMATOLOGIST,26,Super Medical Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1890,Dr. Md. Imdadul Haque,"['MBBS', 'DD (THAILAND/JAPAN)', 'FRSH (LONDON)']",DERMATOLOGIST,28,Super Medical Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
1891,Asst. Prof. Dr. Md. Ashraful Islam,"['MBBS', 'PGT', 'DLO']",OTOLARYNGOLOGISTS (ENT),22,Super Medical Hospital Ltd.,Dhaka,,,,,,,,,,,,,,,,,,,,,
